Date  AveragePrice  type  region
5/15/2016  1.48  organic  Louisville
5/8/2016  1.47  organic  Louisville
5/1/2016  1.35  organic  Louisville
4/24/2016  1.22  organic  Louisville
4/17/2016  1.4  organic  Louisville
4/10/2016  1.41  organic  Louisville
4/3/2016  1.43  organic  Louisville
3/27/2016  1.32  organic  Louisville
3/20/2016  1.51  organic  Louisville
3/13/2016  1.08  organic  Louisville
3/6/2016  0.96  organic  Louisville
2/28/2016  1.69  organic  Louisville
2/21/2016  1.64  organic  Louisville
2/14/2016  1.72  organic  Louisville
2/7/2016  1.59  organic  Louisville
1/31/2016  1.55  organic  Louisville
1/24/2016  1.49  organic  Louisville
1/17/2016  1.85  organic  Louisville
1/10/2016  1.68  organic  Louisville
1/3/2016  1.74  organic  Louisville
12/25/2016  1.17  organic  MiamiFtLauderdale
12/18/2016  1.17  organic  MiamiFtLauderdale
12/11/2016  1.37  organic  MiamiFtLauderdale
12/4/2016  1.52  organic  MiamiFtLauderdale
11/27/2016  1.6  organic  MiamiFtLauderdale
11/20/2016  1.6  organic  MiamiFtLauderdale
11/13/2016  1.55  organic  MiamiFtLauderdale
11/6/2016  1.64  organic  MiamiFtLauderdale
10/30/2016  1.58  organic  MiamiFtLauderdale
10/23/2016  1.58  organic  MiamiFtLauderdale
10/16/2016  1.52  organic  MiamiFtLauderdale
10/9/2016  1.45  organic  MiamiFtLauderdale
10/2/2016  1.49  organic  MiamiFtLauderdale
9/25/2016  1.43  organic  MiamiFtLauderdale
9/18/2016  1.36  organic  MiamiFtLauderdale
9/11/2016  1.36  organic  MiamiFtLauderdale
9/4/2016  1.36  organic  MiamiFtLauderdale
8/28/2016  1.36  organic  MiamiFtLauderdale
8/21/2016  1.34  organic  MiamiFtLauderdale
8/14/2016  1.34  organic  MiamiFtLauderdale
8/7/2016  1.33  organic  MiamiFtLauderdale
7/31/2016  1.22  organic  MiamiFtLauderdale
7/24/2016  1.19  organic  MiamiFtLauderdale
7/17/2016  1.33  organic  MiamiFtLauderdale
7/10/2016  1.49  organic  MiamiFtLauderdale
7/3/2016  1.24  organic  MiamiFtLauderdale
6/26/2016  1.39  organic  MiamiFtLauderdale
6/19/2016  1.29  organic  MiamiFtLauderdale
6/12/2016  1.3  organic  MiamiFtLauderdale
6/5/2016  1.29  organic  MiamiFtLauderdale
5/29/2016  1.27  organic  MiamiFtLauderdale
5/22/2016  1.4  organic  MiamiFtLauderdale
5/15/2016  1.42  organic  MiamiFtLauderdale
5/8/2016  1.48  organic  MiamiFtLauderdale
5/1/2016  1.43  organic  MiamiFtLauderdale
4/24/2016  1.39  organic  MiamiFtLauderdale
4/17/2016  1.57  organic  MiamiFtLauderdale
4/10/2016  1.33  organic  MiamiFtLauderdale
4/3/2016  1.32  organic  MiamiFtLauderdale
3/27/2016  1.33  organic  MiamiFtLauderdale
3/20/2016  1.33  organic  MiamiFtLauderdale
3/13/2016  1.3  organic  MiamiFtLauderdale
3/6/2016  1.49  organic  MiamiFtLauderdale
2/28/2016  1.51  organic  MiamiFtLauderdale
2/21/2016  1.4  organic  MiamiFtLauderdale
2/14/2016  1.45  organic  MiamiFtLauderdale
2/7/2016  1.44  organic  MiamiFtLauderdale
1/31/2016  1.54  organic  MiamiFtLauderdale
1/24/2016  1.42  organic  MiamiFtLauderdale
1/17/2016  1.49  organic  MiamiFtLauderdale
1/10/2016  1.52  organic  MiamiFtLauderdale
1/3/2016  1.24  organic  MiamiFtLauderdale
12/25/2016  1.68  organic  Midsouth
12/18/2016  1.46  organic  Midsouth
12/11/2016  1.46  organic  Midsouth
12/4/2016  1.59  organic  Midsouth
11/27/2016  1.7  organic  Midsouth
11/20/2016  1.46  organic  Midsouth
11/13/2016  1.53  organic  Midsouth
11/6/2016  1.48  organic  Midsouth
10/30/2016  1.78  organic  Midsouth
10/23/2016  1.37  organic  Midsouth
10/16/2016  1.49  organic  Midsouth
10/9/2016  1.34  organic  Midsouth
10/2/2016  1.86  organic  Midsouth
9/25/2016  1.74  organic  Midsouth
9/18/2016  1.74  organic  Midsouth
9/11/2016  1.5  organic  Midsouth
9/4/2016  1.52  organic  Midsouth
8/28/2016  1.51  organic  Midsouth
8/21/2016  1.65  organic  Midsouth
8/14/2016  1.62  organic  Midsouth
8/7/2016  1.49  organic  Midsouth
7/31/2016  1.56  organic  Midsouth
7/24/2016  1.75  organic  Midsouth
7/17/2016  1.59  organic  Midsouth
7/10/2016  1.6  organic  Midsouth
7/3/2016  1.52  organic  Midsouth
6/26/2016  1.51  organic  Midsouth
6/19/2016  1.36  organic  Midsouth
6/12/2016  1.46  organic  Midsouth
6/5/2016  1.37  organic  Midsouth
5/29/2016  1.46  organic  Midsouth
5/22/2016  1.37  organic  Midsouth
5/15/2016  1.48  organic  Midsouth
5/8/2016  1.39  organic  Midsouth
5/1/2016  1.55  organic  Midsouth
4/24/2016  1.5  organic  Midsouth
4/17/2016  1.22  organic  Midsouth
4/10/2016  1.18  organic  Midsouth
4/3/2016  1.58  organic  Midsouth
3/27/2016  1.4  organic  Midsouth
3/20/2016  1.37  organic  Midsouth
3/13/2016  1.4  organic  Midsouth
3/6/2016  1.44  organic  Midsouth
2/28/2016  1.58  organic  Midsouth
2/21/2016  1.57  organic  Midsouth
2/14/2016  1.52  organic  Midsouth
2/7/2016  1.52  organic  Midsouth
1/31/2016  1.47  organic  Midsouth
1/24/2016  1.54  organic  Midsouth
1/17/2016  1.59  organic  Midsouth
1/10/2016  1.46  organic  Midsouth
1/3/2016  1.54  organic  Midsouth
12/25/2016  1.5  organic  Nashville
12/18/2016  1.05  organic  Nashville
12/11/2016  1.02  organic  Nashville
12/4/2016  0.83  organic  Nashville
11/27/2016  1.44  organic  Nashville
11/20/2016  0.8  organic  Nashville
11/13/2016  0.98  organic  Nashville
11/6/2016  0.88  organic  Nashville
10/30/2016  1.68  organic  Nashville
10/23/2016  0.82  organic  Nashville
10/16/2016  1.05  organic  Nashville
10/9/2016  0.68  organic  Nashville
10/2/2016  1.74  organic  Nashville
9/25/2016  1.72  organic  Nashville
9/18/2016  1.5  organic  Nashville
9/11/2016  0.93  organic  Nashville
9/4/2016  0.93  organic  Nashville
8/28/2016  1.3  organic  Nashville
8/21/2016  1.48  organic  Nashville
8/14/2016  1.48  organic  Nashville
8/7/2016  1.19  organic  Nashville
7/31/2016  1.11  organic  Nashville
7/24/2016  1.77  organic  Nashville
7/17/2016  1.2  organic  Nashville
7/10/2016  1.35  organic  Nashville
7/3/2016  0.89  organic  Nashville
6/26/2016  1.18  organic  Nashville
6/19/2016  0.86  organic  Nashville
6/12/2016  1.31  organic  Nashville
6/5/2016  1.08  organic  Nashville
5/29/2016  1.16  organic  Nashville
5/22/2016  1.16  organic  Nashville
5/15/2016  1.26  organic  Nashville
5/8/2016  0.94  organic  Nashville
5/1/2016  1.45  organic  Nashville
4/24/2016  1.18  organic  Nashville
4/17/2016  0.86  organic  Nashville
4/10/2016  0.85  organic  Nashville
4/3/2016  1.59  organic  Nashville
3/27/2016  1.46  organic  Nashville
3/20/2016  1.53  organic  Nashville
3/13/2016  1.32  organic  Nashville
3/6/2016  1.32  organic  Nashville
2/28/2016  1.53  organic  Nashville
2/21/2016  1.49  organic  Nashville
2/14/2016  1.42  organic  Nashville
2/7/2016  1.4  organic  Nashville
1/31/2016  1.39  organic  Nashville
1/24/2016  1.37  organic  Nashville
1/17/2016  1.51  organic  Nashville
1/10/2016  1.53  organic  Nashville
1/3/2016  1.42  organic  Nashville
12/25/2016  1.41  organic  NewOrleansMobile
12/18/2016  1.43  organic  NewOrleansMobile
12/11/2016  1.51  organic  NewOrleansMobile
12/4/2016  1.55  organic  NewOrleansMobile
11/27/2016  1.48  organic  NewOrleansMobile
11/20/2016  1.55  organic  NewOrleansMobile
11/13/2016  1.51  organic  NewOrleansMobile
11/6/2016  1.66  organic  NewOrleansMobile
10/30/2016  1.59  organic  NewOrleansMobile
10/23/2016  1.51  organic  NewOrleansMobile
10/16/2016  1.68  organic  NewOrleansMobile
10/9/2016  1.91  organic  NewOrleansMobile
10/2/2016  1.72  organic  NewOrleansMobile
9/25/2016  1.5  organic  NewOrleansMobile
9/18/2016  1.4  organic  NewOrleansMobile
9/11/2016  1.42  organic  NewOrleansMobile
9/4/2016  1.52  organic  NewOrleansMobile
8/28/2016  1.49  organic  NewOrleansMobile
8/21/2016  1.56  organic  NewOrleansMobile
8/14/2016  1.55  organic  NewOrleansMobile
8/7/2016  1.55  organic  NewOrleansMobile
7/31/2016  1.41  organic  NewOrleansMobile
7/24/2016  1.41  organic  NewOrleansMobile
7/17/2016  1.34  organic  NewOrleansMobile
7/10/2016  1.3  organic  NewOrleansMobile
7/3/2016  1.18  organic  NewOrleansMobile
6/26/2016  1.3  organic  NewOrleansMobile
6/19/2016  1.25  organic  NewOrleansMobile
6/12/2016  1.73  organic  NewOrleansMobile
6/5/2016  1.68  organic  NewOrleansMobile
5/29/2016  1.8  organic  NewOrleansMobile
5/22/2016  1.58  organic  NewOrleansMobile
5/15/2016  1.44  organic  NewOrleansMobile
5/8/2016  1.47  organic  NewOrleansMobile
5/1/2016  1.44  organic  NewOrleansMobile
4/24/2016  1.44  organic  NewOrleansMobile
4/17/2016  1.45  organic  NewOrleansMobile
4/10/2016  1.27  organic  NewOrleansMobile
4/3/2016  1.31  organic  NewOrleansMobile
3/27/2016  1.26  organic  NewOrleansMobile
3/20/2016  1.26  organic  NewOrleansMobile
3/13/2016  1.27  organic  NewOrleansMobile
3/6/2016  1.37  organic  NewOrleansMobile
2/28/2016  1.44  organic  NewOrleansMobile
2/21/2016  1.54  organic  NewOrleansMobile
2/14/2016  1.46  organic  NewOrleansMobile
2/7/2016  1.41  organic  NewOrleansMobile
1/31/2016  1.43  organic  NewOrleansMobile
1/24/2016  1.34  organic  NewOrleansMobile
1/17/2016  1.48  organic  NewOrleansMobile
1/10/2016  1.52  organic  NewOrleansMobile
1/3/2016  1.52  organic  NewOrleansMobile
12/25/2016  2.17  organic  NewYork
12/18/2016  1.99  organic  NewYork
12/11/2016  2.22  organic  NewYork
12/4/2016  2.04  organic  NewYork
11/27/2016  2.38  organic  NewYork
11/20/2016  2.04  organic  NewYork
11/13/2016  2.65  organic  NewYork
11/6/2016  2.46  organic  NewYork
10/30/2016  2.25  organic  NewYork
10/23/2016  2.1  organic  NewYork
10/16/2016  2.33  organic  NewYork
10/9/2016  2.3  organic  NewYork
10/2/2016  2.41  organic  NewYork
9/25/2016  2.34  organic  NewYork
9/18/2016  2.36  organic  NewYork
9/11/2016  2.06  organic  NewYork
9/4/2016  2.15  organic  NewYork
8/28/2016  2.32  organic  NewYork
8/21/2016  2.16  organic  NewYork
8/14/2016  2.27  organic  NewYork
8/7/2016  2.37  organic  NewYork
7/31/2016  2.41  organic  NewYork
7/24/2016  2.32  organic  NewYork
7/17/2016  2.4  organic  NewYork
7/10/2016  2.33  organic  NewYork
7/3/2016  2.28  organic  NewYork
6/26/2016  2.23  organic  NewYork
6/19/2016  2.26  organic  NewYork
6/12/2016  1.94  organic  NewYork
6/5/2016  2.15  organic  NewYork
5/29/2016  2.15  organic  NewYork
5/22/2016  2.01  organic  NewYork
5/15/2016  2.02  organic  NewYork
5/8/2016  2  organic  NewYork
5/1/2016  2.16  organic  NewYork
4/24/2016  2.11  organic  NewYork
4/17/2016  1.98  organic  NewYork
4/10/2016  2.2  organic  NewYork
4/3/2016  2.08  organic  NewYork
3/27/2016  2.12  organic  NewYork
3/20/2016  1.92  organic  NewYork
3/13/2016  1.96  organic  NewYork
3/6/2016  1.86  organic  NewYork
2/28/2016  1.96  organic  NewYork
2/21/2016  1.9  organic  NewYork
2/14/2016  2.11  organic  NewYork
2/7/2016  1.95  organic  NewYork
1/31/2016  1.83  organic  NewYork
1/24/2016  2.09  organic  NewYork
1/17/2016  1.93  organic  NewYork
1/10/2016  1.54  organic  NewYork
1/3/2016  1.61  organic  NewYork
12/25/2016  2  organic  Northeast
12/18/2016  1.94  organic  Northeast
12/11/2016  2.01  organic  Northeast
12/4/2016  2  organic  Northeast
11/27/2016  2.13  organic  Northeast
11/20/2016  1.93  organic  Northeast
11/13/2016  2.13  organic  Northeast
11/6/2016  2.07  organic  Northeast
10/30/2016  1.96  organic  Northeast
10/23/2016  1.7  organic  Northeast
10/16/2016  1.86  organic  Northeast
10/9/2016  1.91  organic  Northeast
10/2/2016  1.99  organic  Northeast
9/25/2016  1.96  organic  Northeast
9/18/2016  2.04  organic  Northeast
9/11/2016  1.95  organic  Northeast
9/4/2016  1.92  organic  Northeast
8/28/2016  1.84  organic  Northeast
8/21/2016  1.75  organic  Northeast
8/14/2016  1.85  organic  Northeast
8/7/2016  1.88  organic  Northeast
7/31/2016  1.87  organic  Northeast
7/24/2016  1.89  organic  Northeast
7/17/2016  2.07  organic  Northeast
7/10/2016  1.99  organic  Northeast
7/3/2016  1.86  organic  Northeast
6/26/2016  1.91  organic  Northeast
6/19/2016  1.9  organic  Northeast
6/12/2016  1.71  organic  Northeast
6/5/2016  1.79  organic  Northeast
5/29/2016  1.87  organic  Northeast
5/22/2016  1.81  organic  Northeast
5/15/2016  1.79  organic  Northeast
5/8/2016  1.78  organic  Northeast
5/1/2016  1.94  organic  Northeast
4/24/2016  1.9  organic  Northeast
4/17/2016  1.84  organic  Northeast
4/10/2016  1.88  organic  Northeast
4/3/2016  1.88  organic  Northeast
3/27/2016  1.85  organic  Northeast
3/20/2016  1.75  organic  Northeast
3/13/2016  1.75  organic  Northeast
3/6/2016  1.79  organic  Northeast
2/28/2016  1.8  organic  Northeast
2/21/2016  1.77  organic  Northeast
2/14/2016  1.95  organic  Northeast
2/7/2016  1.9  organic  Northeast
1/31/2016  1.73  organic  Northeast
1/24/2016  1.82  organic  Northeast
1/17/2016  1.67  organic  Northeast
1/10/2016  1.52  organic  Northeast
1/3/2016  1.54  organic  Northeast
12/25/2016  1.9  organic  NorthernNewEngland
12/18/2016  1.95  organic  NorthernNewEngland
12/11/2016  1.85  organic  NorthernNewEngland
12/4/2016  1.96  organic  NorthernNewEngland
11/27/2016  1.84  organic  NorthernNewEngland
11/20/2016  1.81  organic  NorthernNewEngland
11/13/2016  1.79  organic  NorthernNewEngland
11/6/2016  1.84  organic  NorthernNewEngland
10/30/2016  1.65  organic  NorthernNewEngland
10/23/2016  1.75  organic  NorthernNewEngland
10/16/2016  1.49  organic  NorthernNewEngland
10/9/2016  1.56  organic  NorthernNewEngland
10/2/2016  1.58  organic  NorthernNewEngland
9/25/2016  1.51  organic  NorthernNewEngland
9/18/2016  1.66  organic  NorthernNewEngland
9/11/2016  1.65  organic  NorthernNewEngland
9/4/2016  1.58  organic  NorthernNewEngland
8/28/2016  1.51  organic  NorthernNewEngland
8/21/2016  1.43  organic  NorthernNewEngland
8/14/2016  1.4  organic  NorthernNewEngland
8/7/2016  1.28  organic  NorthernNewEngland
7/31/2016  1.1  organic  NorthernNewEngland
7/24/2016  1.13  organic  NorthernNewEngland
7/17/2016  1.47  organic  NorthernNewEngland
7/10/2016  1.45  organic  NorthernNewEngland
7/3/2016  1.33  organic  NorthernNewEngland
6/26/2016  1.46  organic  NorthernNewEngland
6/19/2016  1.42  organic  NorthernNewEngland
6/12/2016  0.99  organic  NorthernNewEngland
6/5/2016  1.04  organic  NorthernNewEngland
5/29/2016  1.19  organic  NorthernNewEngland
5/22/2016  1.26  organic  NorthernNewEngland
5/15/2016  1.22  organic  NorthernNewEngland
5/8/2016  1.63  organic  NorthernNewEngland
5/1/2016  1.62  organic  NorthernNewEngland
4/24/2016  1.69  organic  NorthernNewEngland
4/17/2016  1.6  organic  NorthernNewEngland
4/10/2016  1.5  organic  NorthernNewEngland
4/3/2016  1.61  organic  NorthernNewEngland
3/27/2016  1.61  organic  NorthernNewEngland
3/20/2016  1.67  organic  NorthernNewEngland
3/13/2016  1.63  organic  NorthernNewEngland
3/6/2016  1.68  organic  NorthernNewEngland
2/28/2016  1.64  organic  NorthernNewEngland
2/21/2016  1.64  organic  NorthernNewEngland
2/14/2016  1.66  organic  NorthernNewEngland
2/7/2016  1.67  organic  NorthernNewEngland
1/31/2016  1.65  organic  NorthernNewEngland
1/24/2016  1.67  organic  NorthernNewEngland
1/17/2016  1.55  organic  NorthernNewEngland
1/10/2016  1.66  organic  NorthernNewEngland
1/3/2016  1.63  organic  NorthernNewEngland
12/25/2016  1.27  organic  Orlando
12/18/2016  1.26  organic  Orlando
12/11/2016  1.4  organic  Orlando
12/4/2016  1.46  organic  Orlando
11/27/2016  1.47  organic  Orlando
11/20/2016  1.53  organic  Orlando
11/13/2016  1.53  organic  Orlando
11/6/2016  1.56  organic  Orlando
10/30/2016  1.56  organic  Orlando
10/23/2016  1.5  organic  Orlando
10/16/2016  1.44  organic  Orlando
10/9/2016  2  organic  Orlando
10/2/2016  2.3  organic  Orlando
9/25/2016  2.03  organic  Orlando
9/18/2016  1.4  organic  Orlando
9/11/2016  1.47  organic  Orlando
9/4/2016  1.85  organic  Orlando
8/28/2016  1.8  organic  Orlando
8/21/2016  1.85  organic  Orlando
8/14/2016  1.88  organic  Orlando
8/7/2016  1.9  organic  Orlando
7/31/2016  1.84  organic  Orlando
7/24/2016  1.81  organic  Orlando
7/17/2016  1.9  organic  Orlando
7/10/2016  1.53  organic  Orlando
7/3/2016  1.32  organic  Orlando
6/26/2016  1.64  organic  Orlando
6/19/2016  1.51  organic  Orlando
6/12/2016  1.58  organic  Orlando
6/5/2016  1.51  organic  Orlando
5/29/2016  1.47  organic  Orlando
5/22/2016  1.59  organic  Orlando
5/15/2016  1.64  organic  Orlando
5/8/2016  1.68  organic  Orlando
5/1/2016  1.6  organic  Orlando
4/24/2016  1.61  organic  Orlando
4/17/2016  1.64  organic  Orlando
4/10/2016  1.51  organic  Orlando
4/3/2016  1.56  organic  Orlando
3/27/2016  1.6  organic  Orlando
3/20/2016  1.57  organic  Orlando
3/13/2016  1.52  organic  Orlando
3/6/2016  1.74  organic  Orlando
2/28/2016  1.78  organic  Orlando
2/21/2016  1.67  organic  Orlando
2/14/2016  1.69  organic  Orlando
2/7/2016  1.7  organic  Orlando
1/31/2016  1.76  organic  Orlando
1/24/2016  1.59  organic  Orlando
1/17/2016  1.77  organic  Orlando
1/10/2016  1.75  organic  Orlando
1/3/2016  1.33  organic  Orlando
12/25/2016  1.9  organic  Philadelphia
12/18/2016  1.87  organic  Philadelphia
12/11/2016  2.04  organic  Philadelphia
12/4/2016  2.01  organic  Philadelphia
11/27/2016  2.18  organic  Philadelphia
11/20/2016  1.9  organic  Philadelphia
11/13/2016  2.45  organic  Philadelphia
11/6/2016  2.32  organic  Philadelphia
10/30/2016  2.39  organic  Philadelphia
10/23/2016  2.06  organic  Philadelphia
10/16/2016  2.26  organic  Philadelphia
10/9/2016  2.17  organic  Philadelphia
10/2/2016  2.23  organic  Philadelphia
9/25/2016  2.24  organic  Philadelphia
9/18/2016  2.18  organic  Philadelphia
9/11/2016  2.08  organic  Philadelphia
9/4/2016  2.04  organic  Philadelphia
8/28/2016  2.06  organic  Philadelphia
8/21/2016  1.87  organic  Philadelphia
8/14/2016  2.06  organic  Philadelphia
8/7/2016  2.04  organic  Philadelphia
7/31/2016  2.2  organic  Philadelphia
7/24/2016  2.07  organic  Philadelphia
7/17/2016  2.16  organic  Philadelphia
7/10/2016  2.15  organic  Philadelphia
7/3/2016  2.16  organic  Philadelphia
6/26/2016  2.16  organic  Philadelphia
6/19/2016  2.19  organic  Philadelphia
6/12/2016  1.85  organic  Philadelphia
6/5/2016  1.91  organic  Philadelphia
5/29/2016  2.07  organic  Philadelphia
5/22/2016  1.97  organic  Philadelphia
5/15/2016  1.98  organic  Philadelphia
5/8/2016  1.86  organic  Philadelphia
5/1/2016  1.87  organic  Philadelphia
4/24/2016  1.9  organic  Philadelphia
4/17/2016  1.89  organic  Philadelphia
4/10/2016  1.95  organic  Philadelphia
4/3/2016  1.81  organic  Philadelphia
3/27/2016  1.95  organic  Philadelphia
3/20/2016  1.75  organic  Philadelphia
3/13/2016  1.59  organic  Philadelphia
3/6/2016  1.53  organic  Philadelphia
2/28/2016  1.62  organic  Philadelphia
2/21/2016  1.79  organic  Philadelphia
2/14/2016  2.07  organic  Philadelphia
2/7/2016  1.86  organic  Philadelphia
1/31/2016  1.53  organic  Philadelphia
1/24/2016  1.81  organic  Philadelphia
1/17/2016  1.68  organic  Philadelphia
1/10/2016  1.37  organic  Philadelphia
1/3/2016  1.53  organic  Philadelphia
12/25/2016  1.85  organic  PhoenixTucson
12/18/2016  1.83  organic  PhoenixTucson
12/11/2016  1.83  organic  PhoenixTucson
12/4/2016  1.96  organic  PhoenixTucson
11/27/2016  2.01  organic  PhoenixTucson
11/20/2016  2.01  organic  PhoenixTucson
11/13/2016  1.86  organic  PhoenixTucson
11/6/2016  2.35  organic  PhoenixTucson
10/30/2016  2.62  organic  PhoenixTucson
10/23/2016  2.22  organic  PhoenixTucson
10/16/2016  2.04  organic  PhoenixTucson
10/9/2016  2.4  organic  PhoenixTucson
10/2/2016  2.62  organic  PhoenixTucson
9/25/2016  2.47  organic  PhoenixTucson
9/18/2016  2.13  organic  PhoenixTucson
9/11/2016  2.16  organic  PhoenixTucson
9/4/2016  2.15  organic  PhoenixTucson
8/28/2016  2.18  organic  PhoenixTucson
8/21/2016  2.08  organic  PhoenixTucson
8/14/2016  2.13  organic  PhoenixTucson
8/7/2016  2.13  organic  PhoenixTucson
7/31/2016  2.19  organic  PhoenixTucson
7/24/2016  2.08  organic  PhoenixTucson
7/17/2016  1.77  organic  PhoenixTucson
7/10/2016  1.82  organic  PhoenixTucson
7/3/2016  1.65  organic  PhoenixTucson
6/26/2016  1.66  organic  PhoenixTucson
6/19/2016  1.69  organic  PhoenixTucson
6/12/2016  1.51  organic  PhoenixTucson
6/5/2016  1.52  organic  PhoenixTucson
5/29/2016  1.47  organic  PhoenixTucson
5/22/2016  1.52  organic  PhoenixTucson
5/15/2016  1.37  organic  PhoenixTucson
5/8/2016  1.41  organic  PhoenixTucson
5/1/2016  1.3  organic  PhoenixTucson
4/24/2016  1.39  organic  PhoenixTucson
4/17/2016  1.53  organic  PhoenixTucson
4/10/2016  1.38  organic  PhoenixTucson
4/3/2016  1.25  organic  PhoenixTucson
3/27/2016  1.54  organic  PhoenixTucson
3/20/2016  1.57  organic  PhoenixTucson
3/13/2016  1.47  organic  PhoenixTucson
3/6/2016  1.48  organic  PhoenixTucson
2/28/2016  1.52  organic  PhoenixTucson
2/21/2016  1.63  organic  PhoenixTucson
2/14/2016  1.34  organic  PhoenixTucson
2/7/2016  1.6  organic  PhoenixTucson
1/31/2016  1.53  organic  PhoenixTucson
1/24/2016  1.61  organic  PhoenixTucson
1/17/2016  1.46  organic  PhoenixTucson
1/10/2016  1.35  organic  PhoenixTucson
1/3/2016  1.61  organic  PhoenixTucson
12/25/2016  1.48  organic  Pittsburgh
12/18/2016  1.48  organic  Pittsburgh
12/11/2016  1.52  organic  Pittsburgh
12/4/2016  1.53  organic  Pittsburgh
11/27/2016  1.53  organic  Pittsburgh
11/20/2016  1.53  organic  Pittsburgh
11/13/2016  1.53  organic  Pittsburgh
11/6/2016  1.53  organic  Pittsburgh
10/30/2016  1.54  organic  Pittsburgh
10/23/2016  1.52  organic  Pittsburgh
10/16/2016  1.53  organic  Pittsburgh
10/9/2016  1.51  organic  Pittsburgh
10/2/2016  1.53  organic  Pittsburgh
9/25/2016  1.53  organic  Pittsburgh
9/18/2016  1.51  organic  Pittsburgh
9/11/2016  1.49  organic  Pittsburgh
9/4/2016  1.53  organic  Pittsburgh
8/28/2016  1.52  organic  Pittsburgh
8/21/2016  1.54  organic  Pittsburgh
8/14/2016  1.54  organic  Pittsburgh
8/7/2016  1.54  organic  Pittsburgh
7/31/2016  1.49  organic  Pittsburgh
7/24/2016  1.46  organic  Pittsburgh
7/17/2016  1.44  organic  Pittsburgh
7/10/2016  1.49  organic  Pittsburgh
7/3/2016  1.47  organic  Pittsburgh
6/26/2016  1.48  organic  Pittsburgh
6/19/2016  1.43  organic  Pittsburgh
6/12/2016  1.47  organic  Pittsburgh
6/5/2016  1.49  organic  Pittsburgh
5/29/2016  1.49  organic  Pittsburgh
5/22/2016  1.42  organic  Pittsburgh
5/15/2016  1.41  organic  Pittsburgh
5/8/2016  1.31  organic  Pittsburgh
5/1/2016  1.42  organic  Pittsburgh
4/24/2016  1.48  organic  Pittsburgh
4/17/2016  1.48  organic  Pittsburgh
4/10/2016  1.35  organic  Pittsburgh
4/3/2016  1.43  organic  Pittsburgh
3/27/2016  1.18  organic  Pittsburgh
3/20/2016  1.2  organic  Pittsburgh
3/13/2016  1.15  organic  Pittsburgh
3/6/2016  1.37  organic  Pittsburgh
2/28/2016  1.54  organic  Pittsburgh
2/21/2016  1.33  organic  Pittsburgh
2/14/2016  1.38  organic  Pittsburgh
2/7/2016  1.45  organic  Pittsburgh
1/31/2016  1.3  organic  Pittsburgh
1/24/2016  1.16  organic  Pittsburgh
1/17/2016  1.45  organic  Pittsburgh
1/10/2016  1.4  organic  Pittsburgh
1/3/2016  1.44  organic  Pittsburgh
12/25/2016  1.55  organic  Plains
12/18/2016  1.6  organic  Plains
12/11/2016  1.71  organic  Plains
12/4/2016  1.7  organic  Plains
11/27/2016  1.69  organic  Plains
11/20/2016  1.63  organic  Plains
11/13/2016  1.74  organic  Plains
11/6/2016  1.76  organic  Plains
10/30/2016  1.8  organic  Plains
10/23/2016  1.55  organic  Plains
10/16/2016  1.67  organic  Plains
10/9/2016  1.55  organic  Plains
10/2/2016  1.76  organic  Plains
9/25/2016  1.87  organic  Plains
9/18/2016  1.78  organic  Plains
9/11/2016  1.86  organic  Plains
9/4/2016  1.76  organic  Plains
8/28/2016  1.67  organic  Plains
8/21/2016  1.8  organic  Plains
8/14/2016  1.82  organic  Plains
8/7/2016  1.81  organic  Plains
7/31/2016  1.72  organic  Plains
7/24/2016  1.63  organic  Plains
7/17/2016  1.76  organic  Plains
7/10/2016  1.7  organic  Plains
7/3/2016  1.63  organic  Plains
6/26/2016  1.63  organic  Plains
6/19/2016  1.63  organic  Plains
6/12/2016  1.63  organic  Plains
6/5/2016  1.68  organic  Plains
5/29/2016  1.76  organic  Plains
5/22/2016  1.63  organic  Plains
5/15/2016  1.65  organic  Plains
5/8/2016  1.58  organic  Plains
5/1/2016  1.59  organic  Plains
4/24/2016  1.29  organic  Plains
4/17/2016  1.57  organic  Plains
4/10/2016  1.36  organic  Plains
4/3/2016  1.45  organic  Plains
3/27/2016  1.45  organic  Plains
3/20/2016  1.44  organic  Plains
3/13/2016  1.54  organic  Plains
3/6/2016  1.76  organic  Plains
2/28/2016  1.39  organic  Plains
2/21/2016  1.34  organic  Plains
2/14/2016  1.68  organic  Plains
2/7/2016  1.57  organic  Plains
1/31/2016  1.55  organic  Plains
1/24/2016  1.33  organic  Plains
1/17/2016  1.47  organic  Plains
1/10/2016  1.63  organic  Plains
1/3/2016  1.5  organic  Plains
12/25/2016  0.68  organic  Portland
12/18/2016  0.99  organic  Portland
12/11/2016  1.45  organic  Portland
12/4/2016  1.46  organic  Portland
11/27/2016  1.39  organic  Portland
11/20/2016  1.41  organic  Portland
11/13/2016  2.16  organic  Portland
11/6/2016  1.79  organic  Portland
10/30/2016  2.55  organic  Portland
10/23/2016  2.1  organic  Portland
10/16/2016  1.4  organic  Portland
10/9/2016  1.39  organic  Portland
10/2/2016  1.21  organic  Portland
9/25/2016  1.57  organic  Portland
9/18/2016  1.46  organic  Portland
9/11/2016  1.22  organic  Portland
9/4/2016  1.34  organic  Portland
8/28/2016  2.06  organic  Portland
8/21/2016  1.67  organic  Portland
8/14/2016  1.74  organic  Portland
8/7/2016  1.58  organic  Portland
7/31/2016  1.64  organic  Portland
